هل يجب ان يظهر الشخص المقدم للوظيفة شغفه وحماسه تجاهها امام صاحب العمل اثناء المقابلة.,"عبارة صحيحة. ",عبارة خاطئة.,1
هل يجب المتابعة بعد المقابلة مع المدير لتشعره بمدى رغبتك بهذه الوظيفة او لتسلط الضوء على بعض النقاط التي لم تتمكن من مناقشتها أثناء المقابلة.,"عبارة صحيحة. ",عبارة خاطئة.,1
اعطاء صاحب العمل معلومات كاذبه حول تاريخك المهني قد يكون سبباً في الحصول على الوظيفة.,عبارة صحيحة.,"عبارة خاطئة. ",2
يجب ان تكون على علم كامل بأدق التفاصيل الموجودة بالسيرة الذاتية الخاصة بك.,"عبارة صحيحة. ",عبارة خاطئة.,1
ظهورك بشكل متردد اثناء المقابلة قد يكون سببا في رفضك من الوظيفة.,"عبارة صحيحة. ",عبارة خاطئة.,1
يجب ان تصمم السيرة الذاتية بحسب الوظيفة المقدم لها.,"عبارة صحيحة. ",عبارة خاطئة.,1
تساهم مواقع الوظائف الإلكترونية في توظيف اصحاب الاعمال والباحثين عن عمل.,"عبارة صحيحة. ",عبارة خاطئة.,1
تسمح مواقع التوظيف ان يظل الاعلان عنها مفعلا لمده شهرين.,عبارة صحيحة.,"عبارة خاطئة. ",2
الطرق التقليدية للتوظيف أسرع من الطرق الإلكترونية بنسبه 70%.,عبارة صحيحة.,"عبارة خاطئة. ",2
طرق التوظيف التقليدية تكون مقيده بالدرجة الوظيفية والموقع الجغرافي.,"عبارة صحيحة. ",عبارة خاطئة.,1
تساهم اساليب الفرز لأصحاب الشركات الوصول الي المرشح المناسب بسرعه فائقة.,"عبارة صحيحة. ",عبارة خاطئة.,1
تتم عمليه الاتصال بالمرشحين بشكل فردي او جماعي.,"عبارة صحيحة. ",عبارة خاطئة.,1
قد يرسل المتقدمين للعمل سيرتهم الذاتية دون ذكر الاسم او صاحب العمل الحالي.,"عبارة صحيحة. ",عبارة خاطئة.,1
قد يفضل صاحب العمل والباحثين عن العمل السرية التامة.,"عبارة صحيحة. ",عبارة خاطئة.,1
يلجأ صاحب العمل الي الاتصال بوسيط للوصل الي المرشح للعمل.,عبارة صحيحة.,"عبارة خاطئة. ",2
لا يمكن لأصحاب العمل الاحتفاظ بسيره ذاتيه متميزة متواجدة على مواقع معينه.,عبارة صحيحة.,"عبارة خاطئة. ",2
